ceref,name_en,website_url,name_disambiguation_status,operational_status,asset_classes,style,sub_strategy,illiquid_book_likelihood,cayman_fund_signals,us_lp_signals,geographic_focus,sector_focus,family_office_type,parent_org,parent_relationship,aum_raw_string,aum_currency,aum_usd_m,linkedin_url,ir_email,emails_on_site,generic_emails_on_site,also_holds_type_1,also_holds_type_4,all_sfc_ra_types,evidence_strength,rationale,classification_source,serpapi_kg_summary,source_markdown_path,classified_at_utc,classifier_version,email_extraction_cleared,website_accuracy,deep_scrape_attempted_utc,deep_scrape_status,hunter_email,hunter_score,hunter_status,hunter_attempted_utc
AAC534,Macquarie Capital Limited,https://www.macquarie.com,high_confidence,active,"private_equity,private_credit,real_assets,public_equity,public_credit,multi",mixed,,high,,,global,"infrastructure,renewables,technology,commodities,energy,real_estate,generalist",not_applicable,Macquarie Group Limited,subsidiary,$A722.1 billion assets under management,AUD,,,,,,true,true,"1,4,6,7",multiple_pages_corroborate,"Macquarie Capital is a subsidiary of Macquarie Group, a global financial services firm with a clear focus on infrastructure, renewables, and private markets, holding A$722.1 billion AUM and a strong illiquid private investment business.",consensus_website_plus,,data\firm_pages\AAC534.md,2026-05-28T13:00:01Z,v2-2026-05-27,,verified,2026-05-28T16:23:44+00:00,,,,,
AAC577,Quam Securities Limited,https://www.quamsec.com,high_confidence,active,"public_equity,public_credit",mixed,,low,,,greater_china,generalist,not_applicable,Quam Plus International Financial Limited (formerly: Quam Group),subsidiary,,,,,,,,true,true,"1,2,4,6,9",inferred_from_name_or_parent,"Website describes a retail brokerage providing securities, futures, options, and margin trading for individual and institutional clients; no mention of private equity, private credit, or other illiquid private positions, so illiquid_book_likelihood is low.",website,,data\firm_pages\AAC577.md,2026-05-28T04:54:24Z,v2-2026-05-27,,probable,,,,,,
AAC621,VMS Securities Limited,https://www.vmssec.com/,medium_confidence,active,unknown,unknown,,unknown,,,greater_china,generalist,not_applicable,VMS Group,subsidiary,,,,,,cs@vmssec.com,,true,false,1,no_evidence,"Website describes VMS Securities as a boutique securities brokerage in Hong Kong serving Greater China clients, but provides no information on asset classes, investment style, AUM, or illiquid holdings. The firm appears to be a subsidiary of VMS Group.",none,"KG title: VMS Securities Limited
KG type: Finance broker in Hong Kong",data\firm_pages\AAC621.md,2026-05-28T14:39:54Z,v2-2026-05-27,,probable,,,,,,
AAC648,Sanfull Securities Limited,https://www.sanfull.com,medium_confidence,active,public_equity,directional_long,Hong Kong retail brokerage,low,,,hong_kong,generalist,not_applicable,,n_a,,,,,,,,true,false,1,inferred_from_name_or_parent,"The website is a typical Hong Kong retail brokerage offering securities and futures trading services; no mention of private equity, private credit, real assets, or fund management activities, therefore illiquid book likelihood is low.",website,,data\firm_pages\AAC648.md,2026-05-28T04:55:06Z,v2-2026-05-27,,probable,,,,,,
AAC662,Quam Asset Management Limited,https://www.quamwealthgroup.com,high_confidence,active,"public_equity,public_credit,fund_of_funds,multi",mixed,"Greater China equities, multi-family office",low,,,greater_china,generalist,multi,Quam Plus International Financial Limited,subsidiary,HKD$ 20 Billion+,HKD,,,,,,true,true,"1,4,9",multiple_pages_corroborate,"Website describes Quam Asset Management as part of Quam Wealth Group (subsidiary of Quam Plus International Financial), managing HKD 20B+ across 60 funds, offering wealth management, multi-family office, and investment fund management. No mention of illiquid private assets, private equity, private credit, or real assets. Primary focus appears to be public equities (Greater China UCITS fund) and fund of funds. The parent group does not signal a material illiquid book, so illiquid_book_likelihood is low.",website,,data\firm_pages\AAC662.md,2026-05-28T13:55:07Z,v2-2026-05-27,,verified,,,,,,
AAC753,JS Cresvale Capital Limited,https://www.jscresvale.com.hk,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,false,1,no_evidence,,none,,,2026-05-28T09:10:56Z,v2-2026-05-27,,not_found,,,,,,
AAC801,LGT Investment Management (Asia) Limited,https://www.lgt.com/,medium_confidence,active,"public_equity,public_credit,multi",mixed,,medium,,,global,generalist,not_applicable,LGT Group,subsidiary,,,,,,,,true,true,"1,4,9",multiple_pages_corroborate,"LGT Investment Management (Asia) is a subsidiary of LGT Group, a global private bank and wealth manager. The parent group offers both liquid investments and some alternative/illiquid capabilities through its private banking and investment solutions, but the website focuses on wealth management and market views without highlighting a material illiquid private markets business, hence 'medium' likelihood and mixed style.",consensus_website_plus,"KG title: LGT Investment Management (Asia) Ltd.
KG type: Private sector bank in Hong Kong",data\firm_pages\AAC801.md,2026-05-28T12:43:20Z,v2-2026-05-27,,probable,,,,,,
AAC806,Corporate Brokers Limited,https://www.cblhk.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,false,1,no_evidence,,none,,,2026-05-28T06:51:54Z,v2-2026-05-27,,not_found,,,,,,
AAC867,Tai Yip Stock Company Limited,https://qonto.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,false,1,no_evidence,"The source text is entirely about Qonto, a French fintech company, and contains no mention or relation to Tai Yip Stock Company Limited. The site appears to be a business banking product page, not the website of the named firm.",none,"KG title: Tai Yip Stock Company Limited
KG type: Stock broker in Hong Kong

KG title: Tai Yip Stock Company Limited
KG type: Stock broker in Hong Kong",data\firm_pages\AAC867.md,2026-05-28T14:30:57Z,v2-2026-05-27,,not_found,,,,,,
AAC913,Bradbury Securities Limited,https://bradburycrm.com2.hk/,high_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4",no_evidence,"The website is a login portal for a brokerage securities company with no information on asset management, investment strategy, or AUM; only a login form is displayed, indicating a placeholder site for a brokerage rather than an asset manager.",none,,data\firm_pages\AAC913.md,2026-05-28T06:33:45Z,v2-2026-05-27,,unverified,,,,,,
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,https://www.swhyhk.com,ambiguous,active,"public_equity,public_credit,unknown",mixed,,low,,,greater_china,generalist,not_applicable,Shenwan Hongyuan Group,subsidiary,,,,,,"avl@swhyhk.com,customer.service@swhyhk.com,research@swhyhk.com,sywg.asset.mgt@swhyhk.com,sywg.capital@swhyhk.com","enquiry@swhyhk.com,ir@swhyhk.com",true,true,"1,4",multiple_pages_corroborate,"The website describes a Hong Kong brokerage and asset manager focused on securities, futures, fund sales, and wealth management; no mention of private equity or private credit. The entity is the HK arm of Shenwan Hongyuan Group, a Chinese state-backed securities group. 'Illiquid_book_likelihood' set to 'low' because the site shows only liquid public market services and typical brokerage offerings, with no evidence of private investment activities.",consensus_website_plus,,data\firm_pages\AAC927.md,2026-05-29T06:55:35Z,v2-2026-05-27,,suspect,2026-05-29T04:20:19+00:00,,,,,
AAD002,M&F Asset Management Limited,https://www.mfam.com.hk,high_confidence,active,"public_equity,public_credit",mixed,,low,,,,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",inferred_from_name_or_parent,"Website shows retail brokerage and asset management services focused on Hong Kong stocks, bonds, ETFs, and funds; no mention of private equity, private credit, or real assets, indicating a liquid-only public markets business.",website,,data\firm_pages\AAD002.md,2026-05-28T13:00:12Z,v2-2026-05-27,,probable,,,,,,
AAD035,Hang Tai Securities Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,false,"1,6",no_evidence,,none,,,2026-05-28T08:34:04Z,v2-2026-05-27,,not_found,,,,,,
AAD244,CS Wealth Securities Limited,https://www.cswsec.com.hk,ambiguous,active,public_equity,unknown,,low,,,hong_kong,,not_applicable,,n_a,,,,,,,,true,false,1,guessed,"CS Wealth Securities Limited appears to be a Hong Kong brokerage providing stock quotes, market news, and IPO listings; no mention of asset management services, illiquid assets, or a parent group, suggesting it is purely a retail brokerage with no private investments.",website,,data\firm_pages\AAD244.md,2026-05-28T06:51:56Z,v2-2026-05-27,,suspect,,,,,,
AAD284,MIB Securities (Hong Kong) Limited,https://www.mib.com.hk/tc,medium_confidence,active,"public_equity,public_credit",mixed,"global securities brokerage, wealth management, prime brokerage",low,,,greater_china_asean,generalist,not_applicable,Malayan Banking Berhad (Maybank),subsidiary,,,,,,customerservices@mib.com.hk,,true,true,"1,2,4,5",one_clear_statement,"The website explicitly states MIBHK is a wholly-owned subsidiary of Maybank and describes its business as global securities brokerage, wealth management, equity research, and advisory services for corporate clients, with no mention of illiquid private investments; thus illiquid_book_likelihood is low for the parent group as the page focuses on public securities and banking services.",website,,data\firm_pages\AAD284.md,2026-05-28T13:01:02Z,v2-2026-05-27,,probable,,,,,,
AAD291,Morgan Stanley Asia Limited,https://www.morganstanley.com,high_confidence,active,"public_equity,public_credit,private_equity,private_credit,real_assets,multi",mixed,,medium,,,global,generalist,not_applicable,Morgan Stanley,subsidiary,,,,,,,,true,true,"1,4,5,6,9",multiple_pages_corroborate,"Morgan Stanley is a global financial services firm with a clear 'Investment Management' division covering public and private markets, indicating significant illiquid holdings; the site is active and describes wealth management, investment banking, sales & trading, and investment management, consistent with a major mixed-asset parent group.",consensus_website_plus,,data\firm_pages\AAD291.md,2026-05-28T13:00:51Z,v2-2026-05-27,,verified,,,,,,
AAD350,"Anglo Chinese Corporate Finance, Limited",https://www.anglochinesegroup.com,high_confidence,active,"private_equity,private_credit,real_assets,public_equity,public_credit",mixed,"M&A, restructuring, capital raising, litigation support, corporate intelligence",medium,,,greater_china,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,4,6,9",inferred_from_name_or_parent,"Firm is a corporate finance and advisory boutique rather than a traditional asset manager; it engages in M&A, restructuring, capital raising, and valuations but does not appear to operate pooled investment funds, though its own account investing and illiquid advisory work suggest some private investments, hence medium illiquid book likelihood.",website,,data\firm_pages\AAD350.md,2026-05-28T05:55:26Z,v2-2026-05-27,,probable,,,,,,
AAD365,"Anglo Chinese Securities, Limited",https://www.anglochinesegroup.com,high_confidence,active,"private_equity,private_credit,real_assets",buy_and_hold,"corporate finance, restructuring, M&A advisory",high,,,greater_china,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,4,6,9",inferred_from_name_or_parent,"Anglo Chinese Group is an independent advisory firm focused on corporate finance, restructuring, M&A, capital raising, and real estate, with in-house investment research and proprietary investing, indicating a high likelihood of holding illiquid private positions.",website,,data\firm_pages\AAD365.md,2026-05-28T05:55:26Z,v2-2026-05-27,,probable,,,,,,
AAD401,Morgan Stanley Hong Kong Securities Limited,https://www.morganstanley.com,high_confidence,active,"private_equity,private_credit,real_assets,public_equity,public_credit,multi",mixed,,medium,,,global,generalist,not_applicable,Morgan Stanley,subsidiary,,,,,,,,true,false,"1,2,7",multiple_pages_corroborate,"Morgan Stanley Hong Kong Securities Limited is the HK-licensed subsidiary of Morgan Stanley, a global financial services firm with a mixed asset class mix including both public and private markets; the parent is known for significant private equity, credit, and real assets businesses, leading to a 'medium' illiquid likelihood and 'mixed' style classification.",consensus_website_plus,,data\firm_pages\AAD401.md,2026-05-28T13:00:53Z,v2-2026-05-27,,verified,,,,,,
AAD432,SPS Securities Limited,https://www.openbankingtracker.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,false,"1,9",no_evidence,The scraped text is completely unrelated to SPS Securities Limited; it describes an open banking directory and contains no information about the firm's asset management activities.,none,,data\firm_pages\AAD432.md,2026-05-28T14:11:33Z,v2-2026-05-27,,not_found,,,,,,
AAD452,Po Kay Securities & Shares Company Limited,https://www.pokayonline.com,high_confidence,active,"public_equity,public_credit",mixed,,low,,,hong_kong,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,4,6",one_clear_statement,"The website describes Po Kay Securities as a stockbroking firm established in the 1970s, focused on brokerage services for Hong Kong and overseas listed securities, margin financing, corporate finance, and stock options. There is no mention of private equity, private credit, real assets, or any other illiquid private positions. The firm appears to be a standalone Hong Kong securities dealer with no parent group.",website,,data\firm_pages\AAD452.md,2026-05-28T13:34:43Z,v2-2026-05-27,,verified,,,,,,
AAD499,Oversea-Chinese Banking Corporation Limited,https://vpr.hkma.gov.hk/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,,no_evidence,"The provided text is the entire HKMA website navigation menu, not the website of Oversea-Chinese Banking Corporation Limited. No firm-specific information found.",none,,data\firm_pages\AAD499.md,2026-05-28T13:26:06Z,v2-2026-05-27,,not_found,,,,,,
